Transaction Hash,Status,Method,BlockNo,DateTime (UTC),From,From_Nametag,To,To_Nametag,Amount,Value (USD),Token
"0xfdff4d64750d374eea04a528bb548df9fb7519fdd584d512bf3a65bcc267ac7e","Success","Swap Simple Mode","22043283","2025-03-14 06:19:23","0x0F4A1D7FdF4890bE35e71f3E0Bbc4a0EC377eca3","","0xcf3420613dA042dAe37ECe73157a3032555753e0","0xb94FC0e2F922daBFDa11710dEC17AF194","531.550647","$531.55","Tether USD (USDT)"
"0xfdff4d64750d374eea04a528bb548df9fb7519fdd584d512bf3a65bcc267ac7e","Success","Swap Simple Mode","22043283","2025-03-14 06:19:23","0xcf3420613dA042dAe37ECe73157a3032555753e0","0xb94FC0e2F922daBFDa11710dEC17AF194","0x1921B852f38bc68430780242B2628d0cA14CEf83","Uniswap V2: NCDT","9,383.94","$438.61","NCDToken (NCDT)"
"0xc70eda364ae43ef601f77cf6f8ac73c18b72c7b3ff52f5b603a690e98703742d","Success","Transfer","22043279","2025-03-14 06:18:35","0x6666827E8f2220dDf718193544889F3B482ED072","","0xcf3420613dA042dAe37ECe73157a3032555753e0","0xb94FC0e2F922daBFDa11710dEC17AF194","9,383.94","$438.61","NCDToken (NCDT)"
"0xccb2ca251ccf1b59157d34d30c2ac22176c585cd8689f6ecf95c0f1d2eac55bb","Success","Unoswap2","22043276","2025-03-14 06:17:59","0xec2D2240D02A8cf63C3fA0B7d2C5a3169a319496","Uniswap V2: REP","0xcf3420613dA042dAe37ECe73157a3032555753e0","0xb94FC0e2F922daBFDa11710dEC17AF194","239.30485766","$249.93","Reputation (REP)"
"0xccb2ca251ccf1b59157d34d30c2ac22176c585cd8689f6ecf95c0f1d2eac55bb","Success","Unoswap2","22043276","2025-03-14 06:17:59","0xcf3420613dA042dAe37ECe73157a3032555753e0","0xb94FC0e2F922daBFDa11710dEC17AF194","0xc7bBeC68d12a0d1830360F8Ec58fA599bA1b0e9b","Uniswap V3: USDT 9","200","$200.00","Tether USD (USDT)"
"0x652e0fa70133269db1fa5b241975f0b383bcab4f140b9dc249fec27f3a7dc0ad","Success","Swap Simple Mode","22043265","2025-03-14 06:15:47","0x0F4A1D7FdF4890bE35e71f3E0Bbc4a0EC377eca3","","0xcf3420613dA042dAe37ECe73157a3032555753e0","0xb94FC0e2F922daBFDa11710dEC17AF194","737.416648","$737.42","Tether USD (USDT)"
"0x652e0fa70133269db1fa5b241975f0b383bcab4f140b9dc249fec27f3a7dc0ad","Success","Swap Simple Mode","22043265","2025-03-14 06:15:47","0xcf3420613dA042dAe37ECe73157a3032555753e0","0xb94FC0e2F922daBFDa11710dEC17AF194","0x1921B852f38bc68430780242B2628d0cA14CEf83","Uniswap V2: NCDT","13,313","$622.26","NCDToken (NCDT)"
"0x4635d117299322e436f978bbb8758aa8e268b82c7d4cd6492c5af2a526d4f947","Success","Transfer","22043260","2025-03-14 06:14:47","0x6666827E8f2220dDf718193544889F3B482ED072","","0xcf3420613dA042dAe37ECe73157a3032555753e0","0xb94FC0e2F922daBFDa11710dEC17AF194","13,313","$622.26","NCDToken (NCDT)"
"0x407d5fc553c014f0fadc4abe506c347da189add5576d3ce299ecd2609ccc0346","Success","Unoswap2","22042439","2025-03-14 03:29:47","0xc7bBeC68d12a0d1830360F8Ec58fA599bA1b0e9b","Uniswap V3: USDT 9","0xcf3420613dA042dAe37ECe73157a3032555753e0","0xb94FC0e2F922daBFDa11710dEC17AF194","188.095267","$188.10","Tether USD (USDT)"
"0x407d5fc553c014f0fadc4abe506c347da189add5576d3ce299ecd2609ccc0346","Success","Unoswap2","22042439","2025-03-14 03:29:47","0xcf3420613dA042dAe37ECe73157a3032555753e0","0xb94FC0e2F922daBFDa11710dEC17AF194","0xec2D2240D02A8cf63C3fA0B7d2C5a3169a319496","Uniswap V2: REP","199.01285","$207.85","Reputation (REP)"
"0x745c30ea2e2a047a65605c8f2dde5366a84388caeab598f27950a2d00cffab7e","Success","Transfer","22042435","2025-03-14 03:28:59","0x43984D578803891dfa9706bDEee6078D80cFC79E","Kraken 11","0xcf3420613dA042dAe37ECe73157a3032555753e0","0xb94FC0e2F922daBFDa11710dEC17AF194","199.01285","$207.85","Reputation (REP)"
"0x5d6407612e203753ca30b7155d52e3001c090731273fcdb502de66a7a7d1bf0f","Success","Transfer","22038824","2025-03-13 15:24:35","0xcf3420613dA042dAe37ECe73157a3032555753e0","0xb94FC0e2F922daBFDa11710dEC17AF194","0x664B377038e4059EC54749F8349AfCcEDEC69671","","2,700","$0.00","<img src='/images/main/empty-token.png' width='18' height='18' class='rounded-circle'>ERC20 ***"
"0x0c15da3cd8f2bd4ca76ea94c6f7b5858d7f5c5c39920309c3a1676ed20ce5c8b","Success","Transfer","22038811","2025-03-13 15:21:59","0x664b22c8d1Fd7ac7461826496e06f81435A69671","","0xcf3420613dA042dAe37ECe73157a3032555753e0","0xb94FC0e2F922daBFDa11710dEC17AF194","0.021","$0.02","Tether USD (USDT)"
"0x53f6d56a12b303faf1a44b3df6fae1dbe689c74328531ea4a8105b22d90a2658","Success","Transfer","22038809","2025-03-13 15:21:35","0xcf3420613dA042dAe37ECe73157a3032555753e0","0xb94FC0e2F922daBFDa11710dEC17AF194","0x664b36435Bbd2F03309778aB5F955CE9f9979671","","2,700","$2,700.00","Tether USD (USDT)"
"0x3d96b9b15a25c2b92651e8e3dcc99eb4be57708a1adf07db458f4868d665c476","Success","Transfer","22037784","2025-03-13 11:55:35","0xcf3420613dA042dAe37ECe73157a3032555753e0","0xb94FC0e2F922daBFDa11710dEC17AF194","0x2E60867c42ad789ADc4Aa901Db9176Cb78D6da83","","14,792.27442915","$318.28","Dimitra Token (DMTR)"
